Name,Breed,Weight,Height,Life Expectancy,Coat Length,Grooming Needs,Energy Level,Intelligence Level,Playfulness,Vocalization,Adaptability
Minerva,Abyssinian,4.7,23,11,1,0,7,8,8,5,9
Calypso,Siamese,3.2,25,15,2,1,9,7,10,8,9
Midori,Siamese,3.2,26,12,2,1,8,7,10,8,8
Unique,Siamese,5.4,22,14,2,1,9,8,9,9,9
Asami,Sphynx,3.1,23,14,0,0,8,5,6,9,7
Umeko,Siamese,5.5,23,14,1,1,7,6,10,9,9
Gala,Siamese,5.0,22,12,1,1,8,6,10,10,10
Frisky,Bengal,4.2,31,14,2,1,8,7,10,8,7
Waffles,Siamese,3.8,26,13,1,1,8,8,8,8,9
Ladybug,Siamese,5.3,21,13,1,1,8,8,8,10,10
Puggles,Siamese,3.3,21,12,1,1,7,8,10,10,9
Yukio,Siamese,3.4,24,13,2,1,9,7,9,8,10
Vega,Siamese,3.4,24,12,1,1,7,6,8,9,10
Bumble,Siamese,4.7,25,14,1,1,8,7,8,10,10
Ken,Siamese,3.7,26,13,1,1,9,7,9,9,8
Kuro,Siamese,5.8,26,13,1,1,9,7,9,9,10
Mirage,Siamese,3.0,23,14,1,1,9,6,8,9,9
Enerla,Siamese,4.5,23,15,2,1,7,7,9,10,9
Pixie,Siamese,5.6,23,13,1,1,9,6,8,10,10
Alaska,Siamese,3.5,21,14,2,1,7,7,10,10,8
Cupcake,Siamese,4.4,20,14,1,1,9,7,8,8,10
Penelope,Persian,5.4,25,10,3,3,3,5,3,2,5
Twinkles,Siamese,5.6,23,12,2,1,7,8,8,10,8
Twiggie,Siamese,3.4,20,15,2,1,8,7,9,9,10
Princess,Siamese,3.6,24,15,1,1,8,7,10,10,8
Koji,Siamese,5.7,22,12,1,1,9,6,9,9,8
Tortie,Siamese,5.4,25,14,1,1,8,8,8,10,8
Biscuit,Siamese,3.6,21,15,1,1,7,8,10,8,9
Matsui,Persian,3.9,30,14,3,3,4,6,4,3,4
Zorro,Siamese,4.0,22,13,1,1,8,8,8,10,10
Sweetie,Siamese,5.9,26,12,2,1,7,7,8,9,10
Masaki,Siamese,5.7,20,15,2,1,7,8,9,9,10
Juniper,Siamese,5.5,25,12,2,1,9,7,9,10,8
Frisky,Siamese,3.7,25,12,1,1,7,7,9,10,9
Shin,Siamese,5.2,20,15,2,1,9,7,10,8,9
Sparkles,Khao Manee,3.7,20,14,2,1,7,7,7,3,9
Zaiden,Sphynx,4.8,21,13,0,0,7,5,6,9,7
Bitsi,Bengal,6.8,25,13,1,1,10,6,10,6,7
Reiko,Khao Manee,3.1,25,12,2,1,8,6,9,5,10
Hercules,Siamese,3.6,25,14,1,1,7,7,9,9,9
Deja,Siamese,3.7,21,14,1,1,9,8,8,9,8
Buddha,Siamese,3.7,26,15,1,1,9,6,9,8,9
Rishi,Siamese,4.2,21,15,1,1,8,7,9,10,10
Electro,Siamese,5.7,20,12,1,1,7,6,9,9,9
Snowbell,Persian,5.0,25,12,3,3,3,5,3,2,6
Kitty,Siamese,5.0,20,14,1,1,9,8,9,9,8
Deja,Khao Manee,4.8,20,13,2,1,6,6,9,3,10
Nala,Ragdoll,4.8,26,15,3,2,3,7,5,3,7
Patches,Siamese,4.9,23,13,2,1,8,8,8,10,10
Ryoko,Siamese,4.1,22,13,1,1,9,7,10,10,9
Ariel,Bengal,4.6,33,14,1,1,9,6,9,8,9
Jazzy,Siamese,4.2,23,15,2,1,8,6,10,9,10
Huggie,Abyssinian,4.5,20,14,1,0,8,8,9,5,8
Daisy,Bengal,7.4,27,14,1,1,10,7,10,6,8
Sapphire,Siamese,3.9,24,13,2,1,7,7,8,10,10
Sweetness,Siamese,3.1,24,14,1,1,8,7,9,9,8
Demi,Siamese,5.3,21,13,2,1,7,7,9,8,10
Peaches,Siamese,3.0,24,12,2,1,7,8,10,9,10
Akira,Siamese,4.8,20,13,2,1,9,6,9,9,8
Isao,Siamese,3.6,21,15,1,1,9,8,8,10,10
Kabuki,Siamese,4.4,20,14,1,1,7,6,9,9,9
Daiki,Siamese,4.6,26,12,2,1,9,8,8,9,8
Nao,Siamese,5.0,24,14,1,1,9,8,10,8,9
Hazel,Bengal,5.2,29,16,1,1,8,8,9,8,8
Bitsi,Siamese,5.7,22,14,1,1,8,8,9,9,8
Aloha,Siamese,4.8,26,15,1,1,7,7,9,8,10
Amaya,Munchkin,2.8,21,14,1,1,5,8,7,6,8
Koto,Siamese,3.0,20,12,1,1,8,6,10,9,8
Gorgeous,Siamese,3.1,26,13,1,1,9,6,8,8,8
Booboo,Siamese,4.5,22,14,2,1,9,7,9,8,9
Cho,Siamese,3.6,25,15,2,1,9,7,10,9,8
Queenie,Siamese,4.9,23,14,1,1,9,8,8,10,10
Ichiro,Bengal,6.4,30,12,1,1,9,6,9,7,9
Aloha,Siamese,4.8,25,12,1,1,9,6,10,8,8
Cloudy,Siamese,4.6,23,15,1,1,8,7,9,10,9
Shin,Khao Manee,3.6,24,15,2,1,7,6,8,4,9
Butterbean,Siamese,5.1,23,15,1,1,9,7,8,8,9
Beowulf,Siamese,5.4,25,15,2,1,7,6,8,8,10
Isamu,Persian,6.4,32,12,3,3,3,5,3,3,6
Zipper,Persian,3.0,30,14,3,3,5,5,5,2,4
Pixie,Siamese,6.0,20,15,2,1,7,7,9,10,10
Kei,Siamese,4.5,26,12,1,1,9,8,9,8,9
Peaches,Siamese,5.8,25,14,2,1,7,8,9,10,8
Amiga,Abyssinian,3.5,24,14,1,0,7,8,7,7,9
Ryu,Siamese,3.8,21,13,2,1,8,8,8,9,9
Nibbles,Siamese,3.9,25,12,2,1,8,7,10,8,10
Kitty,Siamese,4.9,20,15,1,1,9,7,9,8,10
Truffles,Siamese,3.0,24,13,1,1,9,6,10,10,10
Cupcake,Siamese,4.0,23,12,2,1,9,7,9,9,8
Momo,Siamese,3.8,20,13,1,1,9,7,10,9,10
Daisuke,Siamese,5.5,25,13,2,1,7,8,8,10,10
Kobe,Siamese,3.7,26,15,2,1,7,6,9,10,8
Munchkins,Siamese,5.5,26,14,2,1,7,7,8,9,10
Sunshine,Persian,3.2,27,11,3,3,3,5,3,3,6
Sassy,Siamese,3.8,21,12,1,1,8,6,10,9,10
Hiroshi,Siamese,4.8,22,12,1,1,7,8,9,8,9
Pixie,Siamese,3.2,24,15,2,1,9,7,10,10,9
Flower,Siamese,4.4,21,15,1,1,8,8,10,9,8
Hemingway,Siamese,4.7,26,14,1,1,7,7,8,8,8
Bunny,Siamese,4.2,20,13,1,1,8,7,10,9,8
Harmonica,Siamese,4.3,25,14,2,1,8,6,10,9,8
Fuku,Khao Manee,4.2,25,15,1,1,6,8,9,4,8
Godfather,Siamese,3.9,26,14,1,1,7,7,10,9,8
Button,Abyssinian,4.4,26,12,1,0,7,8,8,7,8
Cute,Siamese,3.5,26,13,1,1,8,8,8,9,8
Sake,Siamese,5.1,25,14,1,1,9,8,9,9,8
Maeko,Siamese,4.4,20,13,1,1,7,7,10,8,8
Avalon,Siamese,4.4,26,14,1,1,8,7,10,10,9
Eliazar,Persian,4.1,31,13,3,3,5,5,5,4,4
Ramses,Sphynx,3.8,21,13,0,0,8,5,7,7,9
Minoru,Siamese,4.0,25,12,2,1,9,8,10,10,9
Toshi,Siamese,4.1,21,12,1,1,8,6,8,8,10
Twinkie,Sphynx,4.0,26,12,0,0,6,7,6,8,8
Tamika,Siamese,5.3,24,12,2,1,9,6,8,8,9
Godiva,Abyssinian,4.5,26,13,1,0,7,8,9,7,8
Sora,Sphynx,3.0,23,13,0,0,6,6,6,9,8
Hana,Siamese,5.5,26,14,1,1,7,7,10,10,10
Cutie Pie,Siamese,3.3,24,15,2,1,8,6,8,8,10
Akina,Sphynx,3.2,20,14,0,0,7,7,5,7,9
Cute,Siamese,3.8,25,14,1,1,7,8,8,9,8
Cupcake,Persian,6.3,25,11,3,3,3,4,5,2,4
Daisy,Siamese,3.8,24,15,2,1,7,6,10,8,9
Tipsy,Siamese,3.6,21,13,1,1,8,7,10,8,8
Ladybug,Siamese,5.3,20,13,2,1,7,6,8,10,9
Winky,Siamese,5.6,24,15,2,1,8,7,10,8,9
Nami,Siamese,4.3,25,14,2,1,8,8,8,8,10
Geneva,Siamese,3.1,22,14,1,1,7,7,10,8,8
Lara,Siamese,3.1,21,12,2,1,9,6,8,8,9
Juniper,Siamese,4.3,25,14,2,1,7,6,8,9,9
Cuddlebug,Siamese,3.2,23,15,1,1,7,6,10,10,8
Picasso,Siamese,5.5,23,15,2,1,9,7,10,9,8
Noriko,Siamese,5.4,24,13,2,1,9,8,8,9,8
More,Siamese,4.7,21,15,1,1,8,7,9,9,8
Blueberry,Persian,4.6,32,14,3,3,4,4,5,2,5
Checkers,Siamese,4.2,24,13,1,1,9,8,8,9,8
Keiji,Siamese,3.5,23,13,2,1,8,6,8,10,9
Gala,Siamese,3.0,20,15,1,1,8,7,10,9,10
Fluffikins,Siamese,4.1,26,13,2,1,9,6,9,8,10
Moses,Sphynx,4.2,21,12,0,0,7,5,5,8,8
YinYang,Siamese,3.4,22,14,2,1,7,6,9,10,9
Goldilocks,Siamese,3.2,20,15,2,1,9,6,10,9,10
Sacagawea,Siamese,4.2,26,12,1,1,9,8,9,8,8
Kimi,Siamese,3.8,22,13,2,1,9,7,8,10,8
Squiggle,Siamese,4.9,26,14,2,1,9,8,8,9,10
Lucky,Siamese,5.9,22,12,2,1,7,7,10,10,10
Simba,British Shorthair,5.0,25,17,2,1,6,5,4,3,6
Ivy,Siamese,3.4,25,12,1,1,9,6,10,10,10
Empress,Siamese,4.5,21,15,1,1,7,6,10,10,10
Karma,Siamese,3.1,23,14,1,1,9,6,8,9,10
Cookie,Siamese,3.3,20,12,1,1,7,6,8,8,8
Giggles,Siamese,3.5,20,13,2,1,7,8,10,10,9
Daffodil,Siamese,4.7,21,13,1,1,7,7,9,9,8
Huntress,Siamese,4.9,24,14,2,1,8,7,8,10,8
Juniper,Siamese,5.8,24,12,1,1,9,8,10,10,8
Sapphire,Siamese,5.7,22,13,2,1,8,8,8,10,8
Marigold,Siamese,6.0,23,15,1,1,9,8,8,9,10
Aiko,Khao Manee,3.5,21,16,2,1,6,8,8,5,8
More,Siamese,4.3,24,13,2,1,8,8,8,10,9
Simba,Siamese,4.5,23,13,2,1,8,8,9,8,10
Empress,Siamese,4.8,25,15,2,1,8,6,8,9,8
Biscuit,Siamese,4.2,20,14,1,1,9,8,9,10,10
Masuru,Siamese,5.2,24,13,1,1,9,7,8,9,9
Claws,Siamese,3.3,21,13,2,1,7,7,8,9,9
Nutmeg,Abyssinian,3.9,23,12,2,0,9,6,9,5,8
Licorice,Siamese,4.7,24,14,2,1,8,7,10,10,9
YinYang,Persian,4.8,29,13,3,3,4,4,3,2,4
Persephone,Siamese,4.2,20,14,2,1,8,6,9,9,10
Athena,Siamese,4.4,24,13,1,1,8,8,8,10,9
Marie,Siamese,5.9,20,12,1,1,8,8,8,9,10
Snugums,Abyssinian,4.9,26,12,1,0,9,6,9,7,10
Kaddish,Siamese,3.5,22,12,2,1,8,6,10,8,8
Cosmo,Siamese,4.7,21,13,2,1,9,6,10,8,10
Cinnamon,Siamese,3.6,20,14,1,1,7,7,8,9,8
Olympia,Siamese,3.6,22,13,1,1,9,7,10,9,10
Dumpling,Siamese,4.6,22,13,1,1,8,8,9,10,10
Skittles,Siamese,4.2,24,13,1,1,9,7,8,8,9
Ping Pong,Siamese,5.1,20,14,2,1,7,6,8,10,10
Minerva,Siamese,3.0,25,15,1,1,7,8,10,9,8
Twiggie,Siamese,3.5,23,15,2,1,7,8,10,9,8
Pumpkin,Siamese,5.4,22,12,2,1,7,7,9,10,10
Kiyoshi,Siamese,5.5,22,14,1,1,8,8,9,10,8
Masaaki,Siamese,4.2,25,14,2,1,7,7,10,10,10
Wizard,Siamese,4.1,25,12,2,1,8,7,10,8,8
Dizzy,Siamese,5.5,21,13,2,1,9,7,9,9,8
Koto,Siamese,5.3,25,14,2,1,8,8,10,9,10
Bitsi,Siamese,5.5,22,15,1,1,9,7,10,9,8
Haiku,Siamese,4.5,23,13,2,1,8,8,10,8,9
Saki,Siamese,3.3,23,12,1,1,7,7,8,9,10
Hemingway,Siamese,4.7,26,12,2,1,9,8,10,8,10
Karma,Ragdoll,6.6,29,14,3,2,5,7,6,4,6
Peanut,Khao Manee,4.3,26,16,2,1,7,8,8,5,10
Tinkerbell,Siamese,3.7,24,14,2,1,7,7,10,10,10
Galileo,Khao Manee,5.0,22,15,1,1,6,7,9,4,9
Alaska,Siamese,4.5,24,13,2,1,9,6,8,10,9
Jujube,Siamese,3.9,21,12,1,1,8,8,8,8,10
Jiro,Khao Manee,4.9,20,14,2,1,7,7,7,3,10
Snookums,Siamese,4.1,21,12,1,1,8,7,9,9,9
Keiji,Siamese,3.1,25,14,2,1,9,7,10,8,10
Yuki,Siamese,4.6,22,15,2,1,7,8,8,8,8
Ariel,Bengal,5.6,29,13,1,1,9,7,9,8,9
Aiko,Siamese,5.6,22,15,2,1,8,7,10,9,9
Minerva,Siamese,4.5,25,15,1,1,7,7,10,8,9
Muffin,Bengal,5.9,28,13,2,1,10,8,10,6,9
Hemingway,Siamese,3.8,21,12,1,1,7,8,9,10,10
Gorgeous,Siamese,4.2,21,14,2,1,7,7,8,10,9
Juliette,Bengal,6.3,30,13,1,1,8,6,10,7,7
More,Siamese,4.7,25,14,2,1,9,7,8,8,9
Pawsie,Sphynx,3.5,20,13,0,0,6,5,5,8,9
Diamond,Siamese,4.1,23,15,2,1,9,8,10,8,9
Banjo,Siamese,3.1,21,12,2,1,7,8,10,8,10
Radar,Siamese,3.4,26,13,1,1,9,8,9,8,8
Ramses,Siamese,5.3,26,12,2,1,8,6,9,9,10
Queen,Khao Manee,4.6,24,15,2,1,7,6,9,5,8
Whitman,Siamese,3.5,26,12,2,1,8,6,10,9,10
Munchkins,Siamese,4.9,21,12,1,1,7,8,8,9,8
Snuggles,Ragdoll,8.6,32,17,3,2,3,5,5,2,7
Juniper,Siamese,5.3,23,15,2,1,7,7,9,10,9
Reiko,Sphynx,3.1,23,13,0,0,8,6,5,8,7
Chie,Siamese,3.7,22,13,1,1,7,7,8,8,8
Angel,Siamese,4.5,21,13,1,1,8,7,9,8,10
Qwerty,Siamese,4.1,25,12,1,1,8,8,9,8,10
Springsteen,Siamese,5.1,26,15,2,1,8,6,8,9,9
Aiko,Abyssinian,4.7,22,10,2,0,8,7,7,5,8
Tabby,Siamese,3.8,24,12,2,1,9,8,8,10,10
Nintendo,Persian,4.3,25,10,3,3,4,5,4,4,5
Shiraz,Siamese,3.8,21,13,2,1,7,8,10,9,8
Kiwi,Siamese,4.7,25,14,2,1,9,6,8,9,9
Aiko,Khao Manee,3.9,23,15,1,1,8,6,8,3,9
Muggles,Siamese,3.5,21,13,1,1,7,7,8,10,10
Hobo,Siamese,4.6,23,15,2,1,8,7,8,10,9
Cupcake,Persian,6.9,29,10,3,3,4,6,3,4,5
Katsumi,Sphynx,3.0,20,14,0,0,6,7,7,8,9
Tarzan,Siamese,3.1,21,12,2,1,7,6,9,10,9
Kaddish,Siamese,4.3,25,15,2,1,9,7,9,9,8
Taiki,Siamese,4.1,20,13,2,1,8,6,10,9,10
Vanilla,Siamese,3.6,20,14,1,1,7,7,10,9,9
Fifi,Siamese,5.7,22,13,1,1,9,8,9,8,10
Tigger,Siamese,3.3,25,12,1,1,8,7,9,10,9
Yori,British Shorthair,6.1,25,13,1,1,5,7,4,3,6
Moses,Siamese,5.1,20,14,1,1,7,7,9,10,10
Tarzan,Siamese,3.0,23,14,1,1,8,8,9,9,8
Dejavu,Siamese,3.1,20,13,1,1,9,7,9,9,9
Mai,Siamese,4.3,24,12,1,1,7,8,8,8,8
Ryoko,Siamese,4.0,20,14,1,1,8,8,9,8,8
Nibbles,Sphynx,4.5,21,14,0,0,7,7,7,7,8
Hunny Bunny,Khao Manee,4.1,24,16,1,1,6,8,7,3,8
Chie,Abyssinian,4.2,26,10,2,0,9,7,8,5,8
Sephora,Siamese,5.2,20,14,1,1,9,7,8,10,8
Hisashi,Siamese,4.2,24,12,2,1,9,7,9,10,9
Moses,Siamese,3.9,20,15,1,1,9,8,8,8,9
Masaaki,Siamese,5.4,22,12,1,1,7,6,10,10,8
Hugo,Persian,6.5,25,12,3,3,4,5,4,4,4
Noriko,British Shorthair,5.1,25,12,1,1,5,6,5,4,7
Kin,Siamese,4.3,20,15,1,1,8,7,9,10,10
Umeko,Siamese,6.0,24,15,1,1,8,7,8,10,10
Rei,Persian,6.5,26,13,3,3,5,6,5,4,5
Twinkles,Siamese,5.5,22,13,2,1,7,8,10,10,10
Fresca,Siamese,5.8,25,14,2,1,8,8,9,10,10
Domino,Siamese,4.3,21,15,2,1,9,6,10,10,9
Juniper,Siamese,4.9,20,14,2,1,7,7,10,10,8
Benita,Siamese,4.6,26,13,1,1,9,8,10,10,10
Nutmeg,Bengal,7.8,29,15,2,1,10,6,9,8,7
Snowbell,Siamese,5.6,26,13,1,1,7,8,9,10,10
Sparkles,Ragdoll,4.3,27,16,3,2,5,7,6,4,6
Vega,Sphynx,3.4,21,14,0,0,7,5,5,7,8
Aria,Siamese,4.8,23,14,2,1,7,7,10,10,9
Sushi,Siamese,5.4,22,12,2,1,7,6,9,9,9
Snowbell,Siamese,3.7,22,14,2,1,9,8,10,10,10
Harmonica,Siamese,3.2,25,13,2,1,9,7,8,8,9
Milkshake,Bengal,6.6,26,14,2,1,10,8,10,7,7
Winky,Persian,4.0,28,11,3,3,3,6,4,4,5
Moonbeam,Siamese,4.0,24,12,1,1,9,8,10,8,8
Baby Doll,Siamese,3.0,23,14,1,1,8,6,10,9,8
Aimi,Siamese,5.0,23,14,1,1,7,8,8,10,10
Hoshi,Siamese,3.9,23,12,1,1,7,6,9,10,8
Goldilocks,Siamese,3.0,25,14,1,1,7,7,8,8,9
Avalon,Sphynx,4.8,27,14,0,0,7,6,7,9,7
Snuggles,Siamese,3.0,20,15,1,1,8,7,8,10,9
Bootsy,Siamese,5.8,20,12,2,1,8,6,8,9,8
Dimples,Siamese,3.2,23,13,2,1,7,8,9,9,9
Yori,Siamese,5.7,21,12,1,1,7,8,10,8,8
Harmonica,Siamese,4.3,23,15,2,1,7,7,9,10,9
Katsuo,Siamese,5.8,23,13,2,1,8,8,8,9,8
Tortie,Siamese,5.0,23,15,2,1,7,7,9,10,10
Goldie,Siamese,5.3,25,15,2,1,9,6,9,9,10
Bitsi,Siamese,4.4,21,15,2,1,7,7,8,10,8
Mai,Siamese,5.0,21,14,1,1,9,8,9,9,10
Chiffon,Bengal,7.4,30,12,2,1,8,8,10,8,8
Blackberry,Siamese,5.8,22,13,2,1,9,6,10,10,9
Nala,Siamese,3.1,22,12,1,1,9,8,9,8,9
Kameko,Siamese,4.4,21,12,2,1,8,6,10,9,9
Apple,Siamese,3.4,22,15,1,1,8,7,8,10,8
Cosmo,Ragdoll,8.2,28,13,3,2,5,5,4,4,7
Jimbo,Siamese,5.3,23,15,1,1,8,7,8,8,9
Goldilocks,Abyssinian,3.0,21,11,1,0,9,7,8,5,8
Cinnamon,Siamese,5.3,20,15,1,1,7,8,8,9,10
Momo,Siamese,3.2,26,13,2,1,7,8,8,10,9
Akira,Siamese,3.4,20,13,1,1,8,8,9,8,8
Celestia,Persian,4.7,29,14,3,3,5,4,3,3,5
Geisha,Siamese,4.5,24,13,1,1,9,7,10,9,8
Hideko,Siamese,3.8,24,12,1,1,7,7,8,9,10
Vida,Siamese,4.7,24,13,1,1,9,6,9,8,10
Claws,Siamese,3.0,22,13,2,1,9,8,9,10,8
Giggles,Bengal,6.2,26,15,2,1,8,6,9,7,9
Cookie,Khao Manee,4.1,22,16,1,1,6,6,7,4,10
Saki,Siamese,5.0,20,12,2,1,7,6,10,9,9
Ivy,Persian,5.0,26,11,3,3,3,4,5,3,5
Michiko,British Shorthair,4.1,29,13,2,1,4,6,5,2,8
Isamu,Siamese,4.7,25,12,1,1,7,7,10,10,9
Osprey,Siamese,4.3,23,14,1,1,9,7,10,8,9
Fantasy,Bengal,4.1,28,13,1,1,8,6,10,7,7
Mirage,Abyssinian,4.9,23,10,1,0,9,8,7,5,9
Ramses,Siamese,4.6,24,12,2,1,9,6,9,8,9
Dejavu,Khao Manee,4.0,21,14,1,1,8,6,7,3,10
Taiki,Siamese,4.0,25,12,2,1,7,7,10,10,9
Elvis,Siamese,5.7,24,14,1,1,7,8,9,9,8
Balzac,Siamese,5.1,20,12,1,1,7,6,10,10,8
Mirage,Siamese,4.8,26,15,1,1,8,6,9,8,8
Victor,Siamese,3.2,26,15,2,1,8,7,10,9,9
Mars,Khao Manee,3.9,25,14,1,1,7,7,7,3,8
Amore,Siamese,3.6,24,15,1,1,8,8,9,9,10
Marie,Persian,3.3,30,10,3,3,5,5,4,4,4
Reiko,Persian,5.6,30,14,3,3,3,4,5,3,6
More,Siamese,3.5,24,12,1,1,8,8,8,9,10
Bonbon,Siamese,4.2,23,14,1,1,7,8,8,8,8
Akihiko,Siamese,4.3,26,14,1,1,7,7,10,9,9
Skittles,Siamese,5.9,22,15,1,1,7,8,9,9,8
Sho,Siamese,3.1,20,15,2,1,7,8,9,10,10
Electra,Persian,5.4,28,10,3,3,4,5,5,2,5
Haiku,Sphynx,4.0,22,13,0,0,6,6,5,9,7
Kyoko,Bengal,6.7,28,14,2,1,10,7,10,7,9
Cashmere,Siamese,3.4,23,15,1,1,8,8,10,9,9
Haiku,Siamese,3.6,23,15,2,1,7,7,9,8,10
Whitman,Siamese,4.6,20,15,1,1,9,7,10,10,8
Juliette,Sphynx,4.7,20,12,0,0,8,7,5,7,7
Amigo,Siamese,3.2,22,13,1,1,7,7,8,9,10
Kin,Bengal,7.1,29,13,2,1,8,6,9,8,7
Dante,Siamese,4.1,22,12,1,1,7,8,10,8,10
Cho,Siamese,3.3,21,15,1,1,7,6,9,10,10
Hideo,Siamese,4.2,24,15,1,1,9,8,8,8,9
Aimi,Siamese,5.2,24,13,2,1,9,7,8,8,9
Cutesy,Khao Manee,3.7,25,14,1,1,7,8,7,3,8
Cinnamon,Siamese,3.5,21,13,1,1,9,8,10,10,8
Dior,Siamese,4.1,22,13,2,1,7,7,9,10,9
Tortie,Siamese,3.2,22,13,1,1,8,6,10,9,9
Flipper,Siamese,3.5,22,12,2,1,8,8,8,9,8
Penelope,Siamese,3.2,25,12,2,1,9,7,9,8,8
Calypso,Siamese,3.3,21,13,2,1,8,6,9,10,8
Kobe,Siamese,3.2,26,12,1,1,7,8,10,8,10
Donatello,Siamese,5.7,21,14,2,1,7,7,10,10,10
Shira,Siamese,5.6,26,13,2,1,7,8,10,8,8
Christmas,Siamese,3.9,26,13,2,1,9,7,8,10,8
Unique,Siamese,3.9,21,15,2,1,7,8,8,8,9
Ambrosia,Siamese,4.2,25,15,1,1,7,7,9,8,9
Hannibal,Ragdoll,6.6,29,12,3,2,4,7,6,3,6
Popcorn,Siamese,4.1,20,14,1,1,8,8,9,8,8
Flipper,Siamese,3.9,21,14,1,1,9,8,10,9,9
Huntress,Khao Manee,4.2,20,15,1,1,6,7,7,5,9
Tiara,Siamese,5.2,24,14,2,1,7,7,9,8,8
Rembrandt,Siamese,3.8,26,13,2,1,7,7,10,8,8
Domo,Siamese,3.9,25,15,1,1,7,7,8,10,10
Feline,Siamese,4.7,24,13,2,1,8,6,9,10,9
Deja,Siamese,4.7,20,15,1,1,8,7,8,9,10
Princess,Persian,3.1,31,13,3,3,3,5,5,4,6
Mirage,Siamese,3.2,24,14,2,1,8,7,9,9,9
YinYang,Siamese,4.6,23,14,2,1,9,6,10,10,8
Figaro,Siamese,4.0,21,13,1,1,8,6,10,10,10
Napoleon,Siamese,3.4,20,13,1,1,9,6,10,9,10
Prince,Siamese,3.2,20,12,1,1,9,7,8,8,10
Fifi,Sphynx,4.3,26,12,0,0,8,5,7,9,9
Yukio,Siamese,4.0,21,13,1,1,8,8,10,9,9
Mitsuo,Sphynx,3.9,26,14,0,0,6,7,7,9,9
Haruko,Siamese,4.4,26,12,1,1,8,8,9,10,8
Kabuki,Siamese,4.3,21,12,2,1,9,8,10,8,9
Ivy,Khao Manee,3.6,25,12,1,1,6,7,9,5,9
Kabuki,Bengal,5.4,29,14,1,1,9,6,10,6,7
Koji,Sphynx,4.1,20,14,0,0,8,5,7,7,9
Geisha,Sphynx,3.2,24,14,0,0,6,6,5,8,9
Goofy,Siamese,3.2,20,15,1,1,9,6,9,8,9
Ken,Siamese,3.9,25,15,2,1,9,6,9,9,10
Sapphire,Siamese,3.4,23,13,1,1,7,7,8,10,9
Chiffon,Sphynx,3.3,26,14,0,0,6,5,5,9,8
Cute,Sphynx,4.8,23,14,0,0,8,5,6,9,9
Tinkerbell,Siamese,5.3,23,13,1,1,9,7,8,10,9
Blackberry,Siamese,4.3,26,13,2,1,7,8,8,10,10
Archimedes,Siamese,4.5,21,15,1,1,8,7,8,10,9
Tiara,Siamese,5.8,22,14,1,1,8,8,8,8,9
Kohana,Siamese,3.6,24,14,2,1,8,8,8,9,9
Keiji,Bengal,7.3,27,15,1,1,10,7,10,7,8
Angelic,Siamese,4.8,22,12,1,1,7,8,8,10,9
Sakura,Siamese,4.7,22,13,2,1,8,6,10,8,10
Huntress,Siamese,4.2,20,15,2,1,7,7,9,8,9
Ivy,Siamese,3.2,24,12,1,1,7,7,9,9,8
Jimbo,Siamese,3.8,20,14,2,1,7,7,9,10,9
Snickers,Siamese,4.6,20,14,1,1,9,6,10,10,9
Kaddish,Siamese,5.2,25,14,2,1,8,8,10,10,8
Snowball,Siamese,3.1,25,15,1,1,7,8,8,10,10
Aiko,Siamese,4.3,20,14,1,1,7,6,8,10,8
Ginger,Siamese,4.5,23,12,2,1,7,6,9,8,9
Bodhi,Siamese,3.1,21,12,2,1,7,6,9,8,10
Dai,Sphynx,4.3,23,14,0,0,8,6,6,8,7
Sax,Siamese,4.5,26,15,2,1,8,8,9,10,8
Cassava,Siamese,3.8,22,13,1,1,9,8,8,10,8
Hannibal,Siamese,3.6,24,14,1,1,8,6,10,8,9
Ichiro,Persian,5.0,28,10,3,3,3,5,3,4,4
Ramses,Siamese,4.1,24,14,1,1,9,6,9,10,10
Naoko,Siamese,5.7,25,14,2,1,9,7,9,8,8
Amadeus,Ragdoll,5.8,26,14,3,2,5,6,5,4,8
Shira,Bengal,4.2,25,15,1,1,10,8,9,6,9
Zohra,Siamese,5.5,24,13,2,1,7,7,10,10,10
Goosebump,Siamese,3.3,20,12,2,1,8,7,8,8,9
Pumpkin,Abyssinian,3.2,21,12,1,0,9,7,8,5,8
Nietzsche,Siamese,5.6,25,12,1,1,9,6,8,10,8
Tiara,Siamese,5.6,22,14,2,1,7,7,8,9,8
Blossom,Bengal,4.0,25,14,2,1,10,8,9,6,8
Nao,British Shorthair,6.3,30,17,1,1,6,6,4,4,6
Warrior,Sphynx,4.1,22,13,0,0,8,7,7,9,9
Zion,Persian,4.1,26,11,3,3,5,5,4,4,6
Sapphire,Siamese,3.8,20,15,2,1,9,7,9,9,9
Diva,Siamese,5.9,25,12,2,1,7,7,9,8,9
Fresca,Siamese,3.4,20,15,2,1,8,8,8,9,8
Moonbeam,Siamese,4.5,25,12,2,1,7,8,10,9,10
Amore,Siamese,5.9,25,12,1,1,7,6,8,8,8
Michiko,Siamese,5.1,24,14,2,1,8,7,8,8,8
Peanut,Ragdoll,5.2,26,12,3,2,3,6,6,2,8
Kenji,Siamese,3.9,23,14,2,1,7,7,10,8,8
Soda pop,Siamese,4.5,24,15,1,1,7,8,8,8,8
Christmas,Siamese,4.0,23,15,1,1,8,8,10,10,9
Empress,Siamese,3.6,21,13,1,1,7,7,9,9,8
Sephora,Abyssinian,4.7,21,15,1,0,9,6,7,6,8
