Name,Breed,Weight,Height,Life Expectancy,Coat Length,Grooming Needs,Energy Level,Intelligence Level,Playfulness,Vocalization,Adaptability
Teacup,Persian,3.7,32,10,3,3,4,6,3,3,4
Sushi,British Shorthair,5.4,25,12,2,1,6,6,5,4,8
Snookums,Persian,6.2,31,10,3,3,4,6,4,3,4
Koji,Bengal,6.2,35,16,1,1,10,8,9,6,7
Jazzy,Sphynx,3.0,20,14,0,0,7,7,7,8,9
Doraemon,Munchkin,2.0,16,14,1,1,6,6,8,5,9
Blacky,Munchkin,3.9,16,12,1,1,5,7,7,6,8
Buttercup,Ragdoll,5.0,30,12,3,2,5,6,4,2,8
Logo,Siamese,4.8,24,14,2,1,7,7,9,8,9
Cotton Candy,Persian,5.1,30,10,3,3,4,5,5,2,5
Radar,Persian,4.8,31,15,3,3,5,6,5,4,4
Buddha,Sphynx,3.6,22,12,0,0,7,7,7,7,7
Sora,British Shorthair,6.3,25,14,1,1,4,6,5,3,8
Beowulf,Persian,4.5,30,11,3,3,5,6,3,3,5
Truffles,Bengal,6.1,28,16,2,1,9,6,10,8,9
Velvet,British Shorthair,6.9,27,15,2,1,6,5,4,4,8
Snugums,Scottish Fold,3.5,26,14,3,2,4,6,5,5,9
Crocket,Munchkin,4.0,18,12,2,1,6,8,7,4,8
Adorable,Sphynx,4.2,24,13,0,0,7,5,5,9,9
Fruit Loop,Ragdoll,8.6,29,13,3,2,3,7,4,2,7
Gala,Munchkin,4.0,16,12,1,1,7,7,7,4,8
Tigger,Sphynx,4.9,26,13,0,0,6,6,6,7,7
Checkers,Munchkin,3.1,16,12,1,1,5,7,8,6,7
Hikari,British Shorthair,5.9,27,13,1,1,4,7,3,4,8
Nugget,Bengal,6.7,33,12,2,1,8,6,9,7,8
Sparkles,Munchkin,2.5,19,13,1,1,5,8,8,6,8
Catwoman,Siamese,3.1,25,15,1,1,9,8,8,10,8
Kiyoshi,Sphynx,3.1,27,13,0,0,8,7,5,7,8
Hana,Bengal,6.6,26,12,2,1,8,7,9,8,8
Samurai,Scottish Fold,5.3,23,12,2,2,5,6,5,5,9
Calix,Siamese,3.3,25,12,2,1,9,8,10,9,10
Skittles,Ragdoll,7.5,29,17,3,2,5,5,4,4,6
Pyramid,Siamese,5.4,22,13,2,1,8,8,9,9,10
Nibbles,Sphynx,4.4,21,14,0,0,6,7,5,7,7
Gala,Munchkin,4.0,19,14,1,1,7,7,8,5,9
Rickles,Khao Manee,3.3,26,12,1,1,8,8,8,3,8
Nobu,Abyssinian,4.4,22,13,1,0,7,8,9,5,8
Aloha,Scottish Fold,5.5,23,15,3,2,5,6,6,4,7
Kiwi,Sphynx,3.7,22,13,0,0,6,6,5,7,9
Iggy,Ragdoll,5.7,25,14,3,2,4,5,4,2,7
Warrior,British Shorthair,6.9,30,16,2,1,4,6,3,2,7
Cuddles,Bengal,7.6,35,15,2,1,10,6,9,7,8
Iggy,Khao Manee,4.1,21,14,1,1,8,6,7,5,8
Aloha,Bengal,7.9,27,14,2,1,10,7,10,7,7
Love Bug,Sphynx,4.1,27,12,0,0,6,6,6,7,8
Goldilocks,Persian,5.8,27,14,3,3,3,4,4,2,6
Hugo,Siamese,5.0,21,14,1,1,7,8,9,10,8
Empress,Abyssinian,3.3,23,11,2,0,9,7,8,5,8
Tamika,Sphynx,4.4,25,12,0,0,8,5,6,8,9
Nietzsche,Sphynx,4.6,24,14,0,0,8,7,5,7,7
Lambchop,British Shorthair,6.6,28,13,2,1,4,7,4,2,7
Shin,Abyssinian,4.7,22,14,2,0,8,7,9,7,8
Schmoopy,Munchkin,2.7,20,13,2,1,6,8,9,6,8
Ramses,British Shorthair,4.2,27,13,2,1,5,5,3,2,8
Ryoko,Bengal,6.3,34,15,2,1,10,6,9,6,8
Ozzy,Munchkin,2.4,17,14,1,1,7,6,8,4,9
Yoshi,Khao Manee,3.1,21,13,1,1,6,7,7,3,8
Momo,Sphynx,3.2,26,14,0,0,8,6,6,7,7
Kioshi,Ragdoll,8.6,27,16,3,2,4,6,5,2,8
Apple,Bengal,5.8,30,16,2,1,10,8,10,7,7
Kameko,Abyssinian,4.8,23,10,1,0,8,8,8,7,10
Marshmallow,Khao Manee,4.4,20,16,2,1,6,7,9,5,8
Popcorn,Munchkin,3.9,20,13,2,1,6,6,7,5,7
Bumble,Abyssinian,3.6,21,12,1,0,7,6,8,5,8
Kameko,Scottish Fold,6.0,25,13,2,2,5,7,5,4,7
Patches,Munchkin,2.5,15,13,1,1,7,6,8,5,9
Balzac,Scottish Fold,4.3,25,15,2,2,5,6,5,3,9
Osprey,Scottish Fold,4.5,22,14,3,2,4,6,7,5,8
Venus,Bengal,5.4,32,14,1,1,8,7,10,7,7
Goldie,Munchkin,3.4,21,14,2,1,6,7,8,4,7
Noodles,British Shorthair,5.6,25,14,1,1,4,7,3,4,6
Nariko,Sphynx,3.4,22,12,0,0,6,6,6,8,8
Squirrel,Bengal,4.2,30,16,2,1,9,7,10,6,7
Vida,Bengal,6.2,25,12,1,1,9,8,10,7,8
Yuki,Munchkin,2.8,16,13,2,1,7,8,7,5,7
Pyramid,Munchkin,2.4,16,14,1,1,7,6,7,4,8
Ryoko,British Shorthair,5.8,25,16,2,1,5,7,3,2,8
Biscuit,Sphynx,3.9,22,12,0,0,8,6,7,8,7
Iggy,British Shorthair,5.3,30,13,1,1,5,5,3,4,6
Chipmunk,Ragdoll,4.1,31,16,3,2,4,7,4,3,7
Euclid,Bengal,6.5,33,16,1,1,10,8,10,8,8
Prince,Abyssinian,4.6,26,11,1,0,8,6,8,5,8
Persephone,Sphynx,3.1,23,12,0,0,7,6,6,8,7
Teacup,British Shorthair,6.3,29,17,2,1,4,6,5,2,7
Miki,Scottish Fold,3.4,20,15,2,2,5,8,7,5,9
Muffin,Khao Manee,4.2,26,16,1,1,6,8,9,3,10
Trinity,Abyssinian,3.4,26,13,2,0,7,8,9,6,8
Wizard,Sphynx,4.7,27,13,0,0,6,6,6,8,8
Archimedes,Munchkin,2.7,19,13,1,1,7,7,9,6,8
Katsumi,Bengal,5.1,32,14,1,1,8,8,10,7,7
Amigo,British Shorthair,5.9,26,15,1,1,5,7,5,2,8
Gum Drop,Siamese,3.3,22,14,2,1,9,7,9,10,8
Jett,Sphynx,3.7,27,13,0,0,6,7,6,8,8
Goofy,Ragdoll,7.0,28,12,3,2,5,6,6,2,7
Nori,Bengal,4.6,34,13,1,1,8,6,10,6,9
Baby Doll,British Shorthair,6.6,30,14,1,1,4,5,3,2,8
Butterbean,Bengal,4.5,25,14,2,1,8,6,9,6,8
Marbles,Abyssinian,3.3,24,13,1,0,8,6,7,5,9
Samurai,Persian,5.0,31,11,3,3,4,6,5,4,5
Gumdrop,Bengal,4.2,34,12,2,1,8,6,9,8,9
Ziggy,Scottish Fold,6.0,21,13,3,2,4,8,6,4,8
Bootsy,Sphynx,4.9,26,14,0,0,8,5,6,7,7
Ramses,British Shorthair,6.3,27,13,1,1,6,7,4,2,7
Haruki,Khao Manee,4.3,24,12,1,1,7,8,7,5,8
Morocco,Siamese,3.1,21,15,2,1,8,6,10,9,8
Angelic,Munchkin,3.1,16,13,2,1,7,8,8,5,9
Hobo,British Shorthair,5.1,27,14,2,1,5,6,3,3,8
Booboo,Ragdoll,8.3,30,13,3,2,4,7,4,4,6
Snuggles,Bengal,8.0,27,13,1,1,10,6,9,8,8
Bubble,Sphynx,3.7,22,12,0,0,8,7,7,7,7
Banjo,British Shorthair,5.0,27,16,2,1,5,7,3,2,6
Augustus,Siamese,4.1,20,12,1,1,7,8,8,8,9
Mai,Abyssinian,3.9,20,15,2,0,9,8,7,7,9
Bunny,Sphynx,3.6,21,12,0,0,8,7,7,9,8
Lancelot,Persian,4.3,31,11,3,3,5,6,5,4,5
Hunny Bunny,Munchkin,3.5,17,13,2,1,5,7,9,5,7
YinYang,Abyssinian,3.5,22,11,2,0,7,8,8,5,8
Munchkin,Siamese,3.0,21,15,1,1,8,8,9,9,8
Reo,Scottish Fold,5.0,20,13,3,2,5,7,6,5,8
Marie,Bengal,4.9,30,15,1,1,10,8,10,8,8
Maru,Ragdoll,7.1,26,17,3,2,3,5,6,3,8
Sugar,Sphynx,3.5,22,14,0,0,7,6,6,7,8
Pixie,Abyssinian,3.2,22,11,1,0,8,8,8,6,9
Munchkins,British Shorthair,4.1,27,17,1,1,6,6,5,4,6
Yoko,Scottish Fold,4.1,22,13,2,2,6,6,7,5,7
Snowbell,Sphynx,4.6,26,14,0,0,6,7,6,9,9
Mocha,Ragdoll,4.2,32,15,3,2,5,6,5,2,7
Kabuki,Munchkin,2.4,16,13,2,1,6,8,7,6,9
Escrow,Ragdoll,6.1,32,14,3,2,5,6,4,2,7
Satya,Abyssinian,3.6,22,14,1,0,9,7,7,7,10
Cookie,Khao Manee,3.1,23,13,2,1,7,6,7,4,9
Yoshie,Ragdoll,6.2,30,14,3,2,3,6,6,2,7
Popcorn,Persian,3.2,32,11,3,3,4,6,3,3,6
Amadeus,Siamese,4.6,22,15,2,1,8,8,10,8,9
Picasso,Sphynx,5.0,20,14,0,0,6,5,6,8,9
Snuggles,Khao Manee,3.8,23,14,2,1,8,8,9,4,10
Hunny Bunny,Persian,4.1,25,15,3,3,4,4,3,2,4
Kimi,Persian,5.7,26,11,3,3,4,6,5,2,4
Tamako,Bengal,5.9,33,15,1,1,9,8,10,6,7
Maru,British Shorthair,5.9,26,16,1,1,4,6,4,3,8
Tortie,British Shorthair,5.3,30,13,2,1,6,7,3,2,6
Oki,Persian,3.1,32,10,3,3,4,6,3,4,6
Puggles,British Shorthair,5.9,27,15,2,1,6,5,3,2,7
Mai,Bengal,4.1,29,14,2,1,8,8,10,6,8
Rumi,Bengal,6.1,31,14,1,1,9,6,9,8,8
Keiji,Scottish Fold,3.7,22,14,2,2,5,7,6,3,8
Snowflake,Bengal,7.9,32,16,1,1,10,6,9,7,8
Juniper,Scottish Fold,5.3,24,15,3,2,5,6,6,3,8
Blacky,Munchkin,2.4,20,13,1,1,7,6,7,6,7
Fonzie,Abyssinian,3.3,21,15,1,0,8,7,9,7,10
Hendrix,Siamese,5.3,25,13,2,1,8,8,9,10,8
Cute,Abyssinian,5.0,23,12,2,0,9,7,7,6,8
Morocco,Bengal,4.9,25,14,2,1,8,8,10,6,9
Unique,Siamese,3.2,25,13,2,1,8,6,9,10,9
Galileo,Sphynx,3.1,21,12,0,0,7,5,7,8,7
Cookie,Ragdoll,5.4,28,17,3,2,4,5,5,4,7
Sweet Pea,Khao Manee,4.2,26,15,1,1,7,8,7,3,10
Sweetness,Scottish Fold,5.2,20,13,3,2,5,8,5,5,9
Isamu,Scottish Fold,5.2,21,15,2,2,5,7,6,3,8
Masaaki,Sphynx,3.1,22,13,0,0,6,6,5,7,7
Rembrandt,Munchkin,2.2,21,13,2,1,5,7,8,4,7
Dante,Persian,5.6,29,14,3,3,4,4,4,3,5
Marshmallow,Persian,4.5,27,11,3,3,5,5,4,3,6
Typhoon,Persian,4.8,29,15,3,3,4,5,3,3,4
Hercules,Abyssinian,4.0,26,14,1,0,9,8,9,6,10
Shiraz,British Shorthair,6.2,30,14,1,1,4,7,4,4,6
Kimi,Khao Manee,4.1,25,14,2,1,6,6,7,5,8
Butterfly,British Shorthair,6.5,28,15,2,1,5,7,5,2,7
Sugar,Bengal,4.4,32,15,1,1,9,8,9,7,8
Angelic,Scottish Fold,5.3,23,12,2,2,6,8,7,4,7
Houdini,Abyssinian,3.6,24,10,1,0,7,7,9,5,10
Yuki,Khao Manee,3.1,26,16,2,1,6,8,9,4,10
Nala,Scottish Fold,4.0,26,13,3,2,5,6,5,5,9
Ryoko,Persian,5.6,31,10,3,3,3,5,5,4,6
Kioko,Siamese,5.0,26,15,2,1,9,6,8,9,9
Shin,Abyssinian,4.8,25,11,1,0,7,6,8,6,10
Momo,Bengal,5.1,31,12,2,1,9,6,10,6,8
Juro,Scottish Fold,5.1,21,13,3,2,6,6,5,5,8
Pookie,Sphynx,3.9,27,12,0,0,8,7,6,9,7
Tuggles,Siamese,4.3,24,14,2,1,7,6,9,9,10
Marigold,Persian,6.4,26,10,3,3,3,6,4,2,6
Sora,Munchkin,2.1,17,12,1,1,6,8,9,6,9
Shin,British Shorthair,5.8,25,17,1,1,6,5,3,4,7
Bluebell,Scottish Fold,4.2,25,12,3,2,5,7,7,3,7
Flipper,Sphynx,4.1,21,14,0,0,8,6,7,8,9
Picasso,Abyssinian,4.0,22,11,1,0,9,6,7,5,9
Puggles,Munchkin,3.8,21,12,2,1,6,8,9,5,9
Poppy,Sphynx,3.8,26,13,0,0,8,6,5,8,8
Godiva,Khao Manee,5.0,23,14,2,1,8,6,8,4,9
Naoki,Abyssinian,3.2,23,12,1,0,8,8,8,5,8
Fonz,Ragdoll,6.5,28,14,3,2,4,5,5,2,8
Sho,Bengal,5.8,28,14,1,1,10,7,10,7,9
Geneva,Siamese,4.8,23,14,1,1,9,7,9,9,8
Trixie,Persian,6.6,28,14,3,3,3,5,4,3,4
Maru,Munchkin,3.1,21,14,1,1,5,7,8,4,8
Kenji,Abyssinian,3.0,21,12,1,0,7,8,9,7,8
Romeo,Scottish Fold,3.8,25,14,3,2,5,6,6,3,7
Donatello,British Shorthair,4.3,27,13,1,1,5,7,4,4,6
Fresca,British Shorthair,4.2,30,12,1,1,4,6,5,2,8
Enigma,British Shorthair,4.6,28,12,1,1,4,5,4,2,6
Kei,Ragdoll,8.7,25,15,3,2,4,6,4,3,6
Pumpkin,Sphynx,4.0,22,12,0,0,6,6,6,9,9
Goldie,Ragdoll,4.9,30,17,3,2,5,6,5,3,8
Dejavu,Bengal,4.4,34,12,2,1,8,8,10,6,7
Cuddles,Siamese,5.7,20,15,1,1,9,7,10,10,10
Pyramid,Bengal,5.1,28,16,2,1,8,8,10,8,9
Bundles,Siamese,5.4,26,13,2,1,7,8,8,8,9
Adorable,Ragdoll,8.6,26,13,3,2,5,7,6,2,6
Hideo,Bengal,7.5,31,12,2,1,9,7,9,8,7
Cricket,Siamese,4.2,20,15,1,1,9,8,9,10,8
Koto,Abyssinian,4.5,23,10,2,0,9,7,8,7,10
Polkadot,Bengal,4.3,25,15,2,1,9,8,9,7,9
Baby Bear,Sphynx,4.3,23,14,0,0,6,5,7,7,8
Olive,Munchkin,2.8,18,12,1,1,7,7,8,4,8
Hemingway,Khao Manee,3.9,23,15,2,1,8,7,9,4,8
Sassy,Bengal,7.0,26,14,2,1,10,8,10,8,9
Bootsy,British Shorthair,6.2,27,14,2,1,5,5,5,3,8
Reiko,Khao Manee,4.7,25,14,2,1,6,6,9,4,8
Aragorn,Ragdoll,5.4,27,13,3,2,3,6,4,3,6
Pixie,Sphynx,3.8,22,13,0,0,7,7,6,8,9
Pawsie,Scottish Fold,5.8,24,13,3,2,4,7,5,4,7
Marshmallow,Khao Manee,4.3,24,13,1,1,7,8,9,4,8
Goldilocks,Persian,4.8,27,13,3,3,4,5,3,2,4
Tabby,Siamese,4.5,22,15,1,1,8,7,10,8,10
Ivory,Ragdoll,4.8,29,13,3,2,3,6,4,2,6
Adorable,Abyssinian,4.7,23,11,2,0,7,6,8,7,10
Butterfly,Ragdoll,4.6,26,12,3,2,5,5,6,4,7
Daisuke,Munchkin,3.0,18,13,1,1,7,6,9,4,7
Nugget,Persian,3.5,31,14,3,3,3,4,3,3,6
Adorable,Abyssinian,4.2,26,10,2,0,8,7,8,7,8
Eliazar,Scottish Fold,3.5,23,14,2,2,5,7,5,5,8
Deja,Sphynx,4.3,21,13,0,0,6,6,5,7,8
Michio,Khao Manee,4.4,24,12,1,1,6,7,7,3,9
Tinkerbell,Abyssinian,4.3,22,11,1,0,8,8,8,6,8
Lagos,Persian,3.1,25,14,3,3,3,5,5,2,4
Banjo,Munchkin,2.2,20,14,2,1,5,7,8,4,8
Button,Siamese,3.2,23,12,2,1,7,6,10,8,8
Cupcake,Sphynx,4.5,20,14,0,0,6,6,5,8,9
Kohana,Sphynx,4.3,27,12,0,0,7,6,5,8,8
Squanto,Siamese,5.7,25,15,1,1,8,6,9,10,8
Nori,Persian,3.1,30,10,3,3,5,4,4,4,6
Hiccup,British Shorthair,4.5,26,12,2,1,4,6,3,3,6
Hiromi,Persian,3.0,25,15,3,3,4,6,3,2,5
Leia,Persian,6.2,27,13,3,3,4,4,4,4,5
Zohra,Khao Manee,4.0,20,13,1,1,7,6,7,3,10
Goosebump,British Shorthair,4.2,25,15,2,1,6,5,5,2,7
Pickles,Siamese,4.6,25,12,2,1,7,7,10,10,8
Gumdrop,Khao Manee,4.5,24,12,2,1,7,6,7,4,8
Lynx,Bengal,6.7,28,12,2,1,10,7,10,7,9
Zaiden,Khao Manee,3.6,22,16,2,1,8,8,8,5,8
Juniper,Ragdoll,6.4,30,17,3,2,5,7,5,2,8
Celestia,Munchkin,2.6,20,12,1,1,7,7,7,5,8
Taffy,Siamese,5.2,24,15,2,1,7,7,9,9,9
Calico,Khao Manee,3.1,24,16,1,1,7,8,9,5,8
Taka,Sphynx,4.8,23,12,0,0,6,7,7,7,7
Donatello,Bengal,7.7,35,14,2,1,8,8,9,7,8
Ryoko,Scottish Fold,4.0,25,14,3,2,5,8,7,5,7
Arwa,Abyssinian,3.4,25,11,1,0,7,8,9,5,9
Hoshi,Siamese,4.3,25,12,1,1,9,7,9,10,10
Maru,Ragdoll,7.1,32,12,3,2,5,7,6,3,8
Lagos,Abyssinian,3.9,25,11,2,0,8,6,9,7,10
Misty,Sphynx,4.6,25,13,0,0,6,5,5,9,9
Ken,Persian,6.4,25,10,3,3,3,4,3,2,5
Bootsy,Persian,3.4,28,10,3,3,3,5,3,2,6
Hiro,Munchkin,3.6,18,14,2,1,7,7,8,4,7
Amigo,Khao Manee,4.2,23,14,1,1,8,8,7,4,10
Milkshake,Persian,3.1,28,11,3,3,4,4,3,4,4
Nibbles,British Shorthair,4.3,25,17,2,1,4,5,4,4,6
Fonz,Scottish Fold,5.7,25,14,2,2,4,7,7,5,9
Tiara,Sphynx,4.4,26,12,0,0,7,5,5,8,9
Dai,Scottish Fold,4.6,26,14,2,2,6,7,7,3,8
Nala,Ragdoll,4.0,30,14,3,2,3,7,4,2,6
Sephora,Ragdoll,4.2,30,13,3,2,4,5,4,4,8
Daisy,Sphynx,3.7,26,13,0,0,8,7,5,9,7
Cutie Pie,Ragdoll,6.3,30,13,3,2,5,5,5,2,7
Bento,Bengal,6.6,35,14,2,1,9,8,10,6,8
Gala,Siamese,4.7,24,15,2,1,9,8,9,10,8
Blueberry,Siamese,5.2,24,15,2,1,9,7,9,8,9
Nesca,Sphynx,4.7,22,14,0,0,7,5,6,7,8
Lancelot,Abyssinian,3.3,26,12,1,0,7,7,7,7,9
Cute,Munchkin,3.8,16,14,2,1,7,7,7,5,8
Orion,Bengal,5.8,25,13,1,1,9,8,9,7,9
Sora,Persian,4.8,25,10,3,3,5,6,5,4,5
Bonbon,Bengal,4.9,32,15,1,1,9,8,9,7,7
Aurora,Abyssinian,3.6,21,10,1,0,9,8,8,5,10
Puggles,Munchkin,2.3,19,12,2,1,6,7,8,5,9
Miki,British Shorthair,4.2,26,13,1,1,4,6,5,2,6
Hobo,Abyssinian,4.4,20,11,1,0,9,7,8,6,10
Jazzy,Munchkin,2.4,19,12,1,1,6,7,9,4,8
Nibbles,Siamese,5.2,20,14,2,1,9,8,10,10,10
Queenie,British Shorthair,5.1,30,13,1,1,6,5,4,2,7
Buggles,Abyssinian,4.7,24,13,1,0,7,8,7,6,8
Zorro,Khao Manee,4.1,25,12,1,1,8,8,9,5,9
Cute,Ragdoll,7.3,27,16,3,2,5,7,4,4,7
Masaki,Persian,4.8,25,13,3,3,3,6,4,4,5
Puddin,Munchkin,3.3,17,14,2,1,6,6,9,5,9
Dejavu,Siamese,4.9,22,14,1,1,8,8,10,10,10
Bonbon,Munchkin,3.4,16,12,2,1,5,6,9,4,7
Fruit Loop,British Shorthair,5.1,28,15,2,1,6,7,5,3,7
Cookie,British Shorthair,5.8,27,14,2,1,4,5,3,3,6
Cupcake,Ragdoll,8.5,25,12,3,2,4,5,6,4,7
Sweet Pea,Scottish Fold,3.3,21,13,2,2,5,8,6,5,8
Prince,British Shorthair,6.3,25,17,2,1,5,6,3,2,6
Ozzy,Sphynx,4.9,20,13,0,0,8,7,7,9,8
Toshi,Persian,4.0,32,11,3,3,3,5,5,3,6
Stumbles,Siamese,5.8,20,12,2,1,7,6,8,9,8
Maiya,British Shorthair,6.1,28,14,2,1,4,7,3,3,6
Cookie,Khao Manee,4.6,21,12,1,1,8,6,7,5,9
Hendrix,Abyssinian,4.8,24,14,1,0,9,7,8,7,8
Hickle,Khao Manee,3.7,21,16,1,1,6,8,8,3,10
Tiara,Abyssinian,3.9,22,15,2,0,7,7,8,7,8
Ariel,Abyssinian,3.4,21,15,1,0,7,7,8,5,8
Amore,Khao Manee,3.0,20,12,1,1,8,8,7,4,10
Hoshi,British Shorthair,5.2,28,17,2,1,5,5,5,2,6
Godiva,Munchkin,2.4,17,12,1,1,5,7,9,4,7
Jimbo,Khao Manee,4.9,21,14,1,1,8,7,7,5,8
Corazon,Sphynx,4.4,27,12,0,0,8,7,7,8,7
Koko,Scottish Fold,3.1,26,13,2,2,6,6,7,4,7
Minoru,Siamese,3.6,25,12,2,1,8,6,8,9,8
Phoenix,Scottish Fold,3.6,24,14,3,2,6,6,6,3,8
Phoenix,Abyssinian,3.1,23,11,1,0,9,8,9,7,10
Whiskers,Siamese,5.3,22,12,1,1,9,8,8,8,9
Prince,Siamese,3.7,22,14,2,1,8,8,10,10,8
Yumi,Ragdoll,6.9,25,16,3,2,5,6,4,3,6
Riggles,British Shorthair,6.7,28,16,1,1,5,7,4,4,7
Tamika,Munchkin,2.1,17,13,2,1,6,7,7,4,9
Daisy,Abyssinian,4.7,23,13,1,0,8,7,9,7,8
Daisy,Munchkin,3.2,17,12,2,1,7,6,8,6,7
Skittles,British Shorthair,5.1,30,12,2,1,4,6,5,4,7
Hikari,Persian,5.1,27,13,3,3,4,5,5,3,6
Domino,Siamese,4.7,23,14,2,1,8,7,10,8,9
Victor,British Shorthair,4.9,28,12,1,1,4,7,3,3,6
Tortie,British Shorthair,4.6,25,17,2,1,6,5,3,2,6
Daisuke,Khao Manee,4.0,25,15,2,1,7,7,7,4,10
Amaya,Scottish Fold,6.0,23,15,3,2,5,7,5,4,7
Princess,Scottish Fold,4.6,23,14,2,2,6,7,7,4,9
Ginger,Sphynx,3.4,25,12,0,0,6,5,5,9,8
Hannibal,Bengal,7.5,32,14,1,1,9,8,10,6,9
Sora,Sphynx,3.8,22,13,0,0,6,5,6,9,7
Yoko,Munchkin,3.2,15,14,2,1,7,7,9,5,8
Shira,British Shorthair,5.5,29,13,1,1,6,6,5,4,7
Jett,Munchkin,3.3,19,13,2,1,5,6,8,4,8
Kipling,Abyssinian,4.1,20,12,2,0,9,8,7,5,10
Pumpkin,Scottish Fold,5.8,21,15,2,2,5,6,6,4,7
Buggles,Persian,5.2,26,11,3,3,5,5,4,2,5
Kei,British Shorthair,6.1,30,16,2,1,6,5,5,3,6
Opal,Munchkin,2.2,20,14,1,1,6,8,7,4,8
Aurora,Ragdoll,7.7,28,12,3,2,3,7,5,3,6
Euripides,Khao Manee,3.3,26,16,1,1,8,6,8,5,9
Taffy,Persian,6.3,31,10,3,3,5,4,4,2,5
Marshmallow,Scottish Fold,5.0,26,13,2,2,6,7,5,4,9
Matsui,Munchkin,2.7,15,12,1,1,7,6,8,4,9
Rickles,Khao Manee,4.1,23,12,1,1,7,8,7,3,9
Hazel,Persian,6.4,32,10,3,3,5,5,4,3,6
Kimi,Persian,6.7,26,11,3,3,5,5,5,4,5
Apple,Persian,4.8,26,12,3,3,4,6,4,2,5
Willow,Khao Manee,4.9,20,16,2,1,8,7,9,4,9
Wicca,Persian,3.9,31,14,3,3,5,5,3,3,5
Beowulf,Scottish Fold,4.7,20,12,3,2,6,6,6,5,7
Athena,Ragdoll,5.9,27,13,3,2,4,7,5,3,7
More,Khao Manee,3.7,22,16,1,1,8,7,8,5,10
Goldilocks,Ragdoll,8.9,31,16,3,2,3,5,4,2,8
Masaaki,Scottish Fold,5.0,26,12,2,2,5,6,7,3,9
Buggles,Sphynx,4.0,20,13,0,0,7,7,7,9,7
Donatello,Bengal,5.7,35,16,1,1,9,8,9,6,8
Catwoman,Siamese,3.6,26,14,2,1,9,8,8,9,9
Zena,British Shorthair,4.9,30,15,1,1,4,5,3,2,6
Tamale,Munchkin,2.7,20,12,2,1,6,8,7,4,9
Kitty,Sphynx,4.1,23,13,0,0,8,5,6,8,9
Noriko,Abyssinian,3.7,22,13,2,0,8,8,9,5,10
Tofu,Khao Manee,3.1,21,15,1,1,6,8,7,5,10
Sushi,Munchkin,3.7,16,13,1,1,6,6,8,6,8
Maru,British Shorthair,5.1,26,13,2,1,6,5,4,4,6
Amore,British Shorthair,4.4,28,17,2,1,4,5,3,2,8
Biscuit,Khao Manee,4.9,22,13,2,1,8,8,9,5,8
Pussycat,Abyssinian,4.7,23,10,1,0,8,8,9,5,8
Button,Abyssinian,3.2,24,11,2,0,7,8,8,6,9
Ryoko,Ragdoll,8.7,30,13,3,2,4,6,4,3,6
Buttercup,Scottish Fold,4.1,26,14,2,2,4,7,7,3,9
Zena,Scottish Fold,4.4,20,13,2,2,5,6,7,3,7
Ginger,Persian,5.2,28,13,3,3,4,5,4,4,4
Marshmallow,Sphynx,3.3,23,12,0,0,8,5,5,9,8
Lambchop,Siamese,4.9,25,15,1,1,7,7,9,10,9
Tamale,Munchkin,2.8,20,14,2,1,7,8,9,4,9
Katsumi,Persian,6.4,25,12,3,3,4,6,3,3,5
Blacky,British Shorthair,5.0,26,12,1,1,5,6,5,3,8
Sassy,British Shorthair,5.1,28,17,2,1,5,6,4,3,6
Michiko,Bengal,7.0,27,12,2,1,10,8,10,7,9
Asa,Persian,3.3,27,14,3,3,4,4,4,2,5
Chika,Siamese,4.6,24,14,2,1,8,8,8,9,10
Sweetness,British Shorthair,4.1,30,16,2,1,6,6,5,2,7
Munchkin,British Shorthair,5.1,26,13,2,1,6,7,5,2,8
Escrow,Abyssinian,4.0,25,12,2,0,7,8,9,6,8
Goosebump,Khao Manee,3.6,22,15,2,1,6,6,7,5,10
Huntress,Bengal,7.9,33,15,1,1,8,6,9,7,9
Zorro,Khao Manee,4.9,21,12,2,1,6,6,7,4,9
Sake,Persian,4.7,32,13,3,3,5,4,4,3,4
Jun,Siamese,4.2,21,14,2,1,9,7,8,8,9
Persephone,Bengal,4.6,29,15,2,1,8,6,10,8,9
Taka,Khao Manee,3.4,24,13,1,1,6,6,7,3,8
Esperanto,Munchkin,3.6,15,12,1,1,6,7,8,6,7
Bootsy,Persian,5.1,29,15,3,3,3,6,4,2,5
Isamu,Siamese,3.4,23,15,1,1,7,7,9,10,8
Queen,Munchkin,3.6,15,12,1,1,7,8,8,5,8
Cloudy,Persian,6.5,31,11,3,3,4,4,4,3,6
Reo,Munchkin,3.5,21,14,2,1,6,6,8,5,9
Nietzsche,Bengal,6.7,26,12,2,1,10,7,9,8,8
Hiccup,British Shorthair,4.8,25,15,1,1,5,6,5,4,8
Fonz,British Shorthair,5.7,28,16,2,1,5,6,5,4,7
Truffles,Siamese,5.2,23,14,1,1,9,6,8,10,10
Napoleon,Siamese,4.2,22,14,2,1,8,7,9,9,9
Bodhi,Munchkin,2.0,18,12,1,1,5,6,8,5,8
Yori,Siamese,5.7,21,15,1,1,7,6,9,9,9
Hisoka,Munchkin,3.9,15,14,2,1,5,7,9,4,8
Hana,Siamese,3.3,23,13,2,1,9,6,10,9,8
Poppy,Scottish Fold,4.5,26,12,2,2,6,8,6,4,9
Nariko,Abyssinian,4.5,24,10,1,0,9,7,9,7,8
